temperature_2m,relativehumidity_2m,direct_radiation,diffuse_radiation,windspeed_10m,cloudcover,season
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052413997,-0.023797505,0.542676779,0.104782504,-0.004056108,-0.068705015,0.038515933
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048467088,-0.024163514,0.502650891,0.108912728,-0.004113892,-0.039280398,0.041463863
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.052744142,-0.023975009,0.543524955,0.104657204,-0.004054861,-0.068874963,0.038469407
-0.048578978,-0.026471411,0.498267466,0.10999096,-0.005638924,-0.012007588,0.021441066
-0.055758884,-0.025987711,0.547240641,0.095190342,-0.000425601,-0.072258104,0.046049893
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098167831,-0.052761677,0.420632469,0.029509766,0.008026901,-0.131864115,-0.026631091
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098167831,-0.052761677,0.420632469,0.029509766,0.008026901,-0.131864115,-0.026631091
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.098303314,-0.052842877,0.420713167,0.029384466,0.008028148,-0.131795808,-0.026439361
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.094759463,-0.059355326,0.412273219,0.036945816,0.007327584,-0.044858287,-0.013397557
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052204119,-0.023885176,0.546931149,0.104166545,-0.004013882,-0.069292593,0.035300667
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052204119,-0.023885176,0.546931149,0.104166545,-0.004013882,-0.069292593,0.035300667
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.048201492,-0.024211912,0.505504633,0.108382196,-0.004015963,-0.039285722,0.038830851
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.048201492,-0.024211912,0.505504633,0.108382196,-0.004015963,-0.039285722,0.038830851
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.049395625,-0.024498637,0.506107472,0.101710272,0.001870736,-0.040456205,0.041664577
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.052551436,-0.02406268,0.547875866,0.104024127,-0.004012635,-0.069493667,0.035223016
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
-0.04821166,-0.026566379,0.500731355,0.109483669,-0.005545562,-0.011854899,0.018966066
